timestamp,action,duplicate,canonical,size_dup,size_canonical,note
2026-04-26T19:38:53,deleted,/Users/jschairb-gwp/Library/CloudStorage/GoogleDrive-josh@greatwesternproductions.com/My Drive/BACKGROUND_RESEARCH/Magazines/1980s/1980/Wrestling Revue/Wrestling Revue - 1980 - April (1).pdf,/Users/jschairb-gwp/Library/CloudStorage/GoogleDrive-josh@greatwesternproductions.com/My Drive/BACKGROUND_RESEARCH/Magazines/1980s/1980/Wrestling Revue/Wrestling Revue - 1980 - April.pdf,63712253,63712253,
2026-04-26T19:38:53,keep-size-mismatch,/Users/jschairb-gwp/Library/CloudStorage/GoogleDrive-josh@greatwesternproductions.com/My Drive/BACKGROUND_RESEARCH/Magazines/1980s/1980/Inside Wrestling/Inside Wrestling - 1980 - March (1).pdf,/Users/jschairb-gwp/Library/CloudStorage/GoogleDrive-josh@greatwesternproductions.com/My Drive/BACKGROUND_RESEARCH/Magazines/1980s/1980/Inside Wrestling/Inside Wrestling - 1980 - March.pdf,14434399,17307223,size differs - inspect manually
2026-04-26T19:38:53,keep-size-mismatch,/Users/jschairb-gwp/Library/CloudStorage/GoogleDrive-josh@greatwesternproductions.com/My Drive/BACKGROUND_RESEARCH/Magazines/1980s/1980/Inside Wrestling/Inside Wrestling - 1980 - May (1).pdf,/Users/jschairb-gwp/Library/CloudStorage/GoogleDrive-josh@greatwesternproductions.com/My Drive/BACKGROUND_RESEARCH/Magazines/1980s/1980/Inside Wrestling/Inside Wrestling - 1980 - May.pdf,16033000,8376681,size differs - inspect manually
2026-04-26T19:38:53,deleted,/Users/jschairb-gwp/Library/CloudStorage/GoogleDrive-josh@greatwesternproductions.com/My Drive/BACKGROUND_RESEARCH/Magazines/1980s/1989/Wrestling Eye Presents Women of Wrestling/Wrestling Eye Presents Women of Wrestling - 1989 - Annual (1).pdf,/Users/jschairb-gwp/Library/CloudStorage/GoogleDrive-josh@greatwesternproductions.com/My Drive/BACKGROUND_RESEARCH/Magazines/1980s/1989/Wrestling Eye Presents Women of Wrestling/Wrestling Eye Presents Women of Wrestling - 1989 - Annual.pdf,24291887,24291887,
2026-04-26T19:38:53,deleted,/Users/jschairb-gwp/Library/CloudStorage/GoogleDrive-josh@greatwesternproductions.com/My Drive/BACKGROUND_RESEARCH/Magazines/1950s/1954/Wrestling World/Wrestling World - 1954 - July (1).pdf,/Users/jschairb-gwp/Library/CloudStorage/GoogleDrive-josh@greatwesternproductions.com/My Drive/BACKGROUND_RESEARCH/Magazines/1950s/1954/Wrestling World/Wrestling World - 1954 - July.pdf,3807803,3807803,
2026-04-26T19:38:53,deleted,/Users/jschairb-gwp/Library/CloudStorage/GoogleDrive-josh@greatwesternproductions.com/My Drive/BACKGROUND_RESEARCH/Magazines/2010s/2010/Wrestling Observer Newsletter/Wrestling Observer Newsletter - 2010 - Index (1).pdf,/Users/jschairb-gwp/Library/CloudStorage/GoogleDrive-josh@greatwesternproductions.com/My Drive/BACKGROUND_RESEARCH/Magazines/2010s/2010/Wrestling Observer Newsletter/Wrestling Observer Newsletter - 2010 - Index.pdf,1658448,1658448,
2026-04-26T19:38:53,deleted,/Users/jschairb-gwp/Library/CloudStorage/GoogleDrive-josh@greatwesternproductions.com/My Drive/BACKGROUND_RESEARCH/Magazines/1970s/1975/Sports Review Wrestling/Sports Review Wrestling - 1975 - September (1).pdf,/Users/jschairb-gwp/Library/CloudStorage/GoogleDrive-josh@greatwesternproductions.com/My Drive/BACKGROUND_RESEARCH/Magazines/1970s/1975/Sports Review Wrestling/Sports Review Wrestling - 1975 - September.pdf,60002196,60002196,
2026-04-26T19:38:53,deleted,/Users/jschairb-gwp/Library/CloudStorage/GoogleDrive-josh@greatwesternproductions.com/My Drive/BACKGROUND_RESEARCH/Magazines/1970s/1975/Wrestling Revue/Wrestling Revue - 1975 - October (1).pdf,/Users/jschairb-gwp/Library/CloudStorage/GoogleDrive-josh@greatwesternproductions.com/My Drive/BACKGROUND_RESEARCH/Magazines/1970s/1975/Wrestling Revue/Wrestling Revue - 1975 - October.pdf,13834532,13834532,
2026-04-26T19:38:53,deleted,/Users/jschairb-gwp/Library/CloudStorage/GoogleDrive-josh@greatwesternproductions.com/My Drive/BACKGROUND_RESEARCH/Magazines/1970s/1975/Inside Wrestling/Inside Wrestling - 1975 - November (1).pdf,/Users/jschairb-gwp/Library/CloudStorage/GoogleDrive-josh@greatwesternproductions.com/My Drive/BACKGROUND_RESEARCH/Magazines/1970s/1975/Inside Wrestling/Inside Wrestling - 1975 - November.pdf,14104713,14104713,
2026-04-26T19:38:53,deleted,/Users/jschairb-gwp/Library/CloudStorage/GoogleDrive-josh@greatwesternproductions.com/My Drive/BACKGROUND_RESEARCH/Magazines/1970s/1975/The Wrestler/The Wrestler - 1975 - October (1).pdf,/Users/jschairb-gwp/Library/CloudStorage/GoogleDrive-josh@greatwesternproductions.com/My Drive/BACKGROUND_RESEARCH/Magazines/1970s/1975/The Wrestler/The Wrestler - 1975 - October.pdf,14011358,14011358,
2026-04-26T19:38:53,deleted,/Users/jschairb-gwp/Library/CloudStorage/GoogleDrive-josh@greatwesternproductions.com/My Drive/BACKGROUND_RESEARCH/Magazines/1970s/1974/Wrestling Revue/Wrestling Revue - 1974 - June (1).pdf,/Users/jschairb-gwp/Library/CloudStorage/GoogleDrive-josh@greatwesternproductions.com/My Drive/BACKGROUND_RESEARCH/Magazines/1970s/1974/Wrestling Revue/Wrestling Revue - 1974 - June.pdf,66555706,66555706,
2026-04-26T19:38:53,deleted,/Users/jschairb-gwp/Library/CloudStorage/GoogleDrive-josh@greatwesternproductions.com/My Drive/BACKGROUND_RESEARCH/Magazines/1970s/1976/Wrestling Monthly/Wrestling Monthly - 1976 - May (1).pdf,/Users/jschairb-gwp/Library/CloudStorage/GoogleDrive-josh@greatwesternproductions.com/My Drive/BACKGROUND_RESEARCH/Magazines/1970s/1976/Wrestling Monthly/Wrestling Monthly - 1976 - May.pdf,14502854,14502854,
2026-04-26T19:38:53,deleted,/Users/jschairb-gwp/Library/CloudStorage/GoogleDrive-josh@greatwesternproductions.com/My Drive/BACKGROUND_RESEARCH/Magazines/1970s/1976/The Ring Wrestling/The Ring Wrestling - 1976 - June (1).pdf,/Users/jschairb-gwp/Library/CloudStorage/GoogleDrive-josh@greatwesternproductions.com/My Drive/BACKGROUND_RESEARCH/Magazines/1970s/1976/The Ring Wrestling/The Ring Wrestling - 1976 - June.pdf,36830861,36830861,
2026-04-26T19:38:53,deleted,/Users/jschairb-gwp/Library/CloudStorage/GoogleDrive-josh@greatwesternproductions.com/My Drive/BACKGROUND_RESEARCH/Magazines/1970s/1976/The Wrestler/The Wrestler - 1976 - August (1).pdf,/Users/jschairb-gwp/Library/CloudStorage/GoogleDrive-josh@greatwesternproductions.com/My Drive/BACKGROUND_RESEARCH/Magazines/1970s/1976/The Wrestler/The Wrestler - 1976 - August.pdf,61017182,61017182,
2026-04-26T19:38:53,keep-size-mismatch,/Users/jschairb-gwp/Library/CloudStorage/GoogleDrive-josh@greatwesternproductions.com/My Drive/BACKGROUND_RESEARCH/Magazines/1970s/1977/Sports Review Wrestling/Sports Review Wrestling - 1977 - May (1).pdf,/Users/jschairb-gwp/Library/CloudStorage/GoogleDrive-josh@greatwesternproductions.com/My Drive/BACKGROUND_RESEARCH/Magazines/1970s/1977/Sports Review Wrestling/Sports Review Wrestling - 1977 - May.pdf,19646189,11591647,size differs - inspect manually
2026-04-26T19:38:53,deleted,/Users/jschairb-gwp/Library/CloudStorage/GoogleDrive-josh@greatwesternproductions.com/My Drive/BACKGROUND_RESEARCH/Magazines/1970s/1977/Inside Wrestling/Inside Wrestling - 1977 - August (1).pdf,/Users/jschairb-gwp/Library/CloudStorage/GoogleDrive-josh@greatwesternproductions.com/My Drive/BACKGROUND_RESEARCH/Magazines/1970s/1977/Inside Wrestling/Inside Wrestling - 1977 - August.pdf,14072556,14072556,
2026-04-26T19:38:53,deleted,/Users/jschairb-gwp/Library/CloudStorage/GoogleDrive-josh@greatwesternproductions.com/My Drive/BACKGROUND_RESEARCH/Magazines/1970s/1977/The Best of The Wrestler/The Best of The Wrestler - 1977 - Fall (1).pdf,/Users/jschairb-gwp/Library/CloudStorage/GoogleDrive-josh@greatwesternproductions.com/My Drive/BACKGROUND_RESEARCH/Magazines/1970s/1977/The Best of The Wrestler/The Best of The Wrestler - 1977 - Fall.pdf,33162462,33162462,
